0 296167
296168 338264
318586 356898
356899 526908
526909 785166
536370 943588
574161 825403
618629 906615
943589 1164269
1164270 1481011
1481012 19067078
10043235 20056880
11540965 12225599
15179284 15208613
17392476 18451433
19216799 19928301
20056881 20584783
20119191 22887906
22887908 40273287
28276119 52605826
30653275 33023281
32282927 36527505
33382215 47606566
40273288 64703196
64703198 66141247
64982902 67683321
65602494 66299578
66175128 68520729
67383642 75156586
68520730 94398865
69376974 77465178
73645309 79317363
74728522 80765410
76991573 82365911
85723398 87045537
86384527 88825176
94398867 114790779
98785619 120360211
105397257 127408874
110865646 115455859
114512497 116367083
115778546 129354919
127408875 153839652
153839654 192286353
165099211 183295830
171417566 180614013
178336905 180296237
192286354 192541612
192541614 202428614
193014880 206479483
193774732 206045669
195088301 196469703
195556009 196837181
199476581 210053727
206479484 210953249
207646612 211754527
211754529 219443426
215559317 227556922
216258763 220545698
218734078 227934420
220529375 231563680
221149070 240864027
223203125 231491045
226298223 238515408
229774001 234577870
240864028 243374726
243374728 261627849
247380909 275647101
259012497 280042917
259510824 282241059
261627850 274064399
268512502 283090853
269782036 280194349
273388944 274163729
274395476 292717439
292717441 304774999
296450718 298533185
300712133 316171984
304359527 308615901
307684614 308379795
308034725 308930370
310512326 314458992
313123739 314449501
314012837 315380828
316171985 321293828
321293830 342822868
332215272 375605795
333364695 343159811
334555237 344329394
344329395 389291803
345288703 383651417
348650091 378626227
348976886 386738198
368220701 371111861
389291805 417628406
391524704 408520374
394626125 419293805
396737648 399152359
409062463 409427072
417628407 420524802
417640991 421129762
421129764 426848253
421363548 427252427
427252428 458811443
439169154 455722709
440721121 443253425
445566820 446097704
448076121 458094571
458811445 463771353
461413165 464241619
464241620 492477164
470483337 473161883
472634773 481329318
476720144 488779061
481669087 484796416
483586800 485882611
492477166 527499878
496193729 512883053
497756477 523236755
507513580 514073365
527499879 533571500
533571502 542226692
542226693 576985533
542541828 547000672
543998311 551251629
551284368 587037715
553671633 571891401
566204137 570632585
568598493 582854306
572107636 575184177
573558521 576486773
574855316 576727313
575368706 581401066
587037717 595030105
589152049 597247085
589825855 592055765
590039933 596625156
590243311 595211713
590578611 593888990
590764992 594630716
591565572 595550367
595550368 600087248
600087250 621168151
607581036 608077398
612207279 637349464
615534248 642669508
621168152 658228192
630340925 635762048
634153508 644185930
636980688 646930866
658228194 660018205
658965209 660143773
660143774 679617175
666978253 677172271
669621393 672959731
671828987 677448584
675715140 675742004
675731305 675887073
675858225 675952197
679617177 709847053
683224859 684724346
699993381 721029669
709214029 721035675
709847054 730131532
711297600 720760721
717604300 721842101
723319058 728376658
730131534 755802629
739113110 750311063
755125638 756411210
755393660 757594713
755676110 755819696
755713961 755868908
755802630 760774561
760774563 790054202
772076204 782410336
777444801 820808960
780548480 785102060
784611548 810002490
790054203 825394496
790098274 793907157
794806432 803617291
810370879 819340508
825394498 825744078
825744079 851589298
834667595 848396762
835404913 844274834
837255957 838285548
840841762 843827173
841598382 845221105
843422499 844720865
844215802 846669383
845988653 846928995
851589300 870373771
857019769 872505288
863159991 870770281
867902139 879521194
870373772 896071056
886299687 896817994
889929398 890275103
892439163 897474155
897474157 908605461
901919569 920421338
902154451 921445395
906363542 906948068
906373341 908727213
906568139 909137316
907066705 914448562
909137317 928919312
912236390 912762687
912440499 912775470
912527697 912840438
928919314 945651520
945026896 957344481
945651521 976367354
